"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","GDP","TOT","USD_CAP","A","1973",5177.341024,"E"
"DEU","GDP","TOT","USD_CAP","A","1974",5691.804468,"E"
"DEU","GDP","TOT","USD_CAP","A","1975",6188.619448,"E"
"DEU","GDP","TOT","USD_CAP","A","1976",6884.023435,"E"
"DEU","GDP","TOT","USD_CAP","A","1977",7571.187317,"E"
"DEU","GDP","TOT","USD_CAP","A","1978",8356.405494,"E"
"DEU","GDP","TOT","USD_CAP","A","1979",9422.643112,"E"
"DEU","GDP","TOT","USD_CAP","A","1980",10392.056423,"E"
"DEU","GDP","TOT","USD_CAP","A","1981",11418.804274,"E"
"DEU","GDP","TOT","USD_CAP","A","1982",12089.207141,"E"
"DEU","GDP","TOT","USD_CAP","A","1983",12795.042261,"E"
"DEU","GDP","TOT","USD_CAP","A","1984",13679.207428,"E"
"DEU","GDP","TOT","USD_CAP","A","1985",14473.41299,"E"
"DEU","GDP","TOT","USD_CAP","A","1986",15098.33892,"E"
"DEU","GDP","TOT","USD_CAP","A","1987",15682.927892,"E"
"DEU","GDP","TOT","USD_CAP","A","1988",16752.469729,"E"
"DEU","GDP","TOT","USD_CAP","A","1989",17958.380949,"E"
"DEU","GDP","TOT","USD_CAP","A","1990",19439.916116,"E"
"DEU","GDP","TOT","USD_CAP","A","1991",20963.090228,
"DEU","GDP","TOT","USD_CAP","A","1992",21710.235381,
"DEU","GDP","TOT","USD_CAP","A","1993",21890.824361,
"DEU","GDP","TOT","USD_CAP","A","1994",22850.960275,
"DEU","GDP","TOT","USD_CAP","A","1995",23688.500504,
"DEU","GDP","TOT","USD_CAP","A","1996",24242.40901,
"DEU","GDP","TOT","USD_CAP","A","1997",24803.19719,
"DEU","GDP","TOT","USD_CAP","A","1998",25580.030643,
"DEU","GDP","TOT","USD_CAP","A","1999",26579.739076,
"DEU","GDP","TOT","USD_CAP","A","2000",27550.967728,
"DEU","GDP","TOT","USD_CAP","A","2001",28766.845625,
"DEU","GDP","TOT","USD_CAP","A","2002",29654.218685,
"DEU","GDP","TOT","USD_CAP","A","2003",30352.281359,
"DEU","GDP","TOT","USD_CAP","A","2004",31826.308258,
"DEU","GDP","TOT","USD_CAP","A","2005",32413.540064,
"DEU","GDP","TOT","USD_CAP","A","2006",34749.443003,
"DEU","GDP","TOT","USD_CAP","A","2007",37024.370995,
"DEU","GDP","TOT","USD_CAP","A","2008",38662.606129,
"DEU","GDP","TOT","USD_CAP","A","2009",37695.68517,
"DEU","GDP","TOT","USD_CAP","A","2010",39916.136511,
"DEU","GDP","TOT","USD_CAP","A","2011",42692.50173,
"DEU","GDP","TOT","USD_CAP","A","2012",43564.07389,
"DEU","GDP","TOT","USD_CAP","A","2013",45231.971754,
"DEU","GDP","TOT","USD_CAP","A","2014",47190.49763,
"DEU","GDP","TOT","USD_CAP","A","2015",47979.241412,
"DEU","GDP","TOT","USD_CAP","A","2016",49921.108137,
"DEU","GDP","TOT","USD_CAP","A","2017",52574.259594,
"DEU","GDP","TOT","USD_CAP","A","2018",53752.034561,
"GRC","GDP","TOT","MLN_USD","A","1960",6847.8661,"E"
"GRC","GDP","TOT","MLN_USD","A","1961",10059.6509,"E"
"GRC","GDP","TOT","MLN_USD","A","1962",10327.582,"E"
"GRC","GDP","TOT","MLN_USD","A","1963",11720.0603,"E"
"GRC","GDP","TOT","MLN_USD","A","1964",13052.8407,"E"
"GRC","GDP","TOT","MLN_USD","A","1965",14862.2163,"E"
"GRC","GDP","TOT","MLN_USD","A","1966",16379.7353,"E"
"GRC","GDP","TOT","MLN_USD","A","1967",17805.3338,"E"
"GRC","GDP","TOT","MLN_USD","A","1968",20016.1566,"E"
"GRC","GDP","TOT","MLN_USD","A","1969",23485.9072,"E"
"GRC","GDP","TOT","MLN_USD","A","1970",27489.175,"E"
"GRC","GDP","TOT","MLN_USD","A","1971",31147.3838,"E"
"GRC","GDP","TOT","MLN_USD","A","1972",35795.2314,"E"
"GRC","GDP","TOT","MLN_USD","A","1973",40812.1889,"E"
"GRC","GDP","TOT","MLN_USD","A","1974",41620.7158,"E"
"GRC","GDP","TOT","MLN_USD","A","1975",48371.248,"E"
"GRC","GDP","TOT","MLN_USD","A","1976",54530.0548,"E"
"GRC","GDP","TOT","MLN_USD","A","1977",59621.5783,"E"
"GRC","GDP","TOT","MLN_USD","A","1978",68439.8652,"E"
"GRC","GDP","TOT","MLN_USD","A","1979",76550.6565,"E"
"GRC","GDP","TOT","MLN_USD","A","1980",84030.6767,"E"
"GRC","GDP","TOT","MLN_USD","A","1981",90552.6697,"E"
"GRC","GDP","TOT","MLN_USD","A","1982",95058.2043,"E"
"GRC","GDP","TOT","MLN_USD","A","1983",97715.9403,"E"
"GRC","GDP","TOT","MLN_USD","A","1984",103276.7925,"E"
"GRC","GDP","TOT","MLN_USD","A","1985",109216.6181,"E"
"GRC","GDP","TOT","MLN_USD","A","1986",111992.8841,"E"
"GRC","GDP","TOT","MLN_USD","A","1987",112169.5847,"E"
"GRC","GDP","TOT","MLN_USD","A","1988",121105.6305,"E"
"GRC","GDP","TOT","MLN_USD","A","1989",130635.8114,"E"
"GRC","GDP","TOT","MLN_USD","A","1990",135525.9466,"E"
"GRC","GDP","TOT","MLN_USD","A","1991",144452.4853,"E"
"GRC","GDP","TOT","MLN_USD","A","1992",148778.636,"E"
"GRC","GDP","TOT","MLN_USD","A","1993",149866.761,"E"
"GRC","GDP","TOT","MLN_USD","A","1994",156128.3236,"E"
"GRC","GDP","TOT","MLN_USD","A","1995",162749.068,
"GRC","GDP","TOT","MLN_USD","A","1996",171112.0481,
"GRC","GDP","TOT","MLN_USD","A","1997",182884.6284,
"GRC","GDP","TOT","MLN_USD","A","1998",193328.405,
"GRC","GDP","TOT","MLN_USD","A","1999",198711.939,
"GRC","GDP","TOT","MLN_USD","A","2000",210917.4283,
"GRC","GDP","TOT","MLN_USD","A","2001",227708.8165,
"GRC","GDP","TOT","MLN_USD","A","2002",246559.281,
"GRC","GDP","TOT","MLN_USD","A","2003",260854.3971,
"GRC","GDP","TOT","MLN_USD","A","2004",278668.875,
"GRC","GDP","TOT","MLN_USD","A","2005",281028.3963,
"GRC","GDP","TOT","MLN_USD","A","2006",314295.4927,
"GRC","GDP","TOT","MLN_USD","A","2007",323631.2287,
"GRC","GDP","TOT","MLN_USD","A","2008",341817.8292,
"GRC","GDP","TOT","MLN_USD","A","2009",337268.7866,
"GRC","GDP","TOT","MLN_USD","A","2010",313048.1016,
"GRC","GDP","TOT","MLN_USD","A","2011",290296.6852,"P"
"GRC","GDP","TOT","MLN_USD","A","2012",279267.2732,"P"
"GRC","GDP","TOT","MLN_USD","A","2013",286168.6393,"P"
"GRC","GDP","TOT","MLN_USD","A","2014",292335.7415,"P"
"GRC","GDP","TOT","MLN_USD","A","2015",291109.1186,"P"
"GRC","GDP","TOT","MLN_USD","A","2016",293902.9558,"P"
"GRC","GDP","TOT","MLN_USD","A","2017",307366.2974,"P"
"GRC","GDP","TOT","MLN_USD","A","2018",317454.6584,"P"
"GRC","GDP","TOT","USD_CAP","A","1970",3094.18256,"E"
"GRC","GDP","TOT","USD_CAP","A","1971",3490.886431,"E"
"GRC","GDP","TOT","USD_CAP","A","1972",3985.624455,"E"
"GRC","GDP","TOT","USD_CAP","A","1973",4523.876381,"E"
"GRC","GDP","TOT","USD_CAP","A","1974",4596.495459,"E"
"GRC","GDP","TOT","USD_CAP","A","1975",5292.432681,"E"
"GRC","GDP","TOT","USD_CAP","A","1976",5887.526017,"E"
"GRC","GDP","TOT","USD_CAP","A","1977",6339.760168,"E"
"GRC","GDP","TOT","USD_CAP","A","1978",7183.216331,"E"
"GRC","GDP","TOT","USD_CAP","A","1979",7935.23367,"E"
"GRC","GDP","TOT","USD_CAP","A","1980",8624.833248,"E"
"GRC","GDP","TOT","USD_CAP","A","1981",9212.073753,"E"
"GRC","GDP","TOT","USD_CAP","A","1982",9610.12929,"E"
"GRC","GDP","TOT","USD_CAP","A","1983",9821.619924,"E"
"GRC","GDP","TOT","USD_CAP","A","1984",10329.200431,"E"
"GRC","GDP","TOT","USD_CAP","A","1985",10881.439157,"E"
"GRC","GDP","TOT","USD_CAP","A","1986",11121.176678,"E"
"GRC","GDP","TOT","USD_CAP","A","1987",11100.841515,"E"
"GRC","GDP","TOT","USD_CAP","A","1988",11942.233261,"E"
"GRC","GDP","TOT","USD_CAP","A","1989",12814.358179,"E"
"GRC","GDP","TOT","USD_CAP","A","1990",13201.055537,"E"
"GRC","GDP","TOT","USD_CAP","A","1991",13952.445453,"E"
"GRC","GDP","TOT","USD_CAP","A","1992",14265.880547,"E"
"GRC","GDP","TOT","USD_CAP","A","1993",14291.412495,"E"
"GRC","GDP","TOT","USD_CAP","A","1994",14821.279481,"E"
"GRC","GDP","TOT","USD_CAP","A","1995",15408.685944,
"GRC","GDP","TOT","USD_CAP","A","1996",16129.223794,
"GRC","GDP","TOT","USD_CAP","A","1997",17154.045242,
"GRC","GDP","TOT","USD_CAP","A","1998",18033.413998,
"GRC","GDP","TOT","USD_CAP","A","1999",18464.726453,
"GRC","GDP","TOT","USD_CAP","A","2000",19518.916358,
"GRC","GDP","TOT","USD_CAP","A","2001",20963.520144,
"GRC","GDP","TOT","USD_CAP","A","2002",22615.957435,
"GRC","GDP","TOT","USD_CAP","A","2003",23870.079146,
"GRC","GDP","TOT","USD_CAP","A","2004",25437.218509,
"GRC","GDP","TOT","USD_CAP","A","2005",25577.445437,
"GRC","GDP","TOT","USD_CAP","A","2006",28519.445058,
"GRC","GDP","TOT","USD_CAP","A","2007",29291.872922,
"GRC","GDP","TOT","USD_CAP","A","2008",30855.935774,
"GRC","GDP","TOT","USD_CAP","A","2009",30365.360391,
"GRC","GDP","TOT","USD_CAP","A","2010",28148.306881,
"GRC","GDP","TOT","USD_CAP","A","2011",26141.091034,"P"
"GRC","GDP","TOT","USD_CAP","A","2012",25284.405782,"P"
"GRC","GDP","TOT","USD_CAP","A","2013",26097.797516,"P"
"GRC","GDP","TOT","USD_CAP","A","2014",26838.582268,"P"
"GRC","GDP","TOT","USD_CAP","A","2015",26902.327613,"P"
"GRC","GDP","TOT","USD_CAP","A","2016",27273.87303,"P"
"GRC","GDP","TOT","USD_CAP","A","2017",28579.715733,"P"
"GRC","GDP","TOT","USD_CAP","A","2018",29592.438388,"P"
"HUN","GDP","TOT","MLN_USD","A","1991",86215.4664,"E"
"HUN","GDP","TOT","MLN_USD","A","1992",85478.2364,"E"
"HUN","GDP","TOT","MLN_USD","A","1993",86999.3405,"E"
"HUN","GDP","TOT","MLN_USD","A","1994",91475.8622,"E"
"HUN","GDP","TOT","MLN_USD","A","1995",94785.0834,
"HUN","GDP","TOT","MLN_USD","A","1996",96312.4672,
"HUN","GDP","TOT","MLN_USD","A","1997",101077.3467,
"HUN","GDP","TOT","MLN_USD","A","1998",106890.6752,
"HUN","GDP","TOT","MLN_USD","A","1999",111535.3534,
"HUN","GDP","TOT","MLN_USD","A","2000",121285.6323,
"HUN","GDP","TOT","MLN_USD","A","2001",134791.6089,
"HUN","GDP","TOT","MLN_USD","A","2002",147803.5424,
"HUN","GDP","TOT","MLN_USD","A","2003",156686.9402,
"HUN","GDP","TOT","MLN_USD","A","2004",164196.2501,
"HUN","GDP","TOT","MLN_USD","A","2005",172304.9683,
"HUN","GDP","TOT","MLN_USD","A","2006",184285.4381,
"HUN","GDP","TOT","MLN_USD","A","2007",191362.818,
"HUN","GDP","TOT","MLN_USD","A","2008",207576.4765,
"HUN","GDP","TOT","MLN_USD","A","2009",206985.3806,
"HUN","GDP","TOT","MLN_USD","A","2010",215349.1695,
"HUN","GDP","TOT","MLN_USD","A","2011",227766.3138,
"HUN","GDP","TOT","MLN_USD","A","2012",229105.5356,
"HUN","GDP","TOT","MLN_USD","A","2013",242025.7031,
"HUN","GDP","TOT","MLN_USD","A","2014",251774.7606,
"HUN","GDP","TOT","MLN_USD","A","2015",259425.9339,
"HUN","GDP","TOT","MLN_USD","A","2016",263522.4647,
"HUN","GDP","TOT","MLN_USD","A","2017",281880.1338,
"HUN","GDP","TOT","MLN_USD","A","2018",299638.7192,
"HUN","GDP","TOT","USD_CAP","A","1991",8333.217321,"E"
"HUN","GDP","TOT","USD_CAP","A","1992",8279.565707,"E"
"HUN","GDP","TOT","USD_CAP","A","1993",8451.461093,"E"
"HUN","GDP","TOT","USD_CAP","A","1994",8914.90714,"E"
"HUN","GDP","TOT","USD_CAP","A","1995",9176.629355,
"HUN","GDP","TOT","USD_CAP","A","1996",9340.533809,
"HUN","GDP","TOT","USD_CAP","A","1997",9822.407481,
"HUN","GDP","TOT","USD_CAP","A","1998",10411.527436,
"HUN","GDP","TOT","USD_CAP","A","1999",10894.752293,
"HUN","GDP","TOT","USD_CAP","A","2000",11877.972459,
"HUN","GDP","TOT","USD_CAP","A","2001",13230.979472,
"HUN","GDP","TOT","USD_CAP","A","2002",14549.586165,
"HUN","GDP","TOT","USD_CAP","A","2003",15468.299114,
"HUN","GDP","TOT","USD_CAP","A","2004",16245.560332,
"HUN","GDP","TOT","USD_CAP","A","2005",17081.774357,
"HUN","GDP","TOT","USD_CAP","A","2006",18297.951334,
"HUN","GDP","TOT","USD_CAP","A","2007",19030.131729,
"HUN","GDP","TOT","USD_CAP","A","2008",20678.679912,
"HUN","GDP","TOT","USD_CAP","A","2009",20651.761816,
"HUN","GDP","TOT","USD_CAP","A","2010",21534.867422,
"HUN","GDP","TOT","USD_CAP","A","2011",22841.210338,
"HUN","GDP","TOT","USD_CAP","A","2012",23094.473331,
"HUN","GDP","TOT","USD_CAP","A","2013",24464.135959,
"HUN","GDP","TOT","USD_CAP","A","2014",25518.226039,
"HUN","GDP","TOT","USD_CAP","A","2015",26356.313717,
"HUN","GDP","TOT","USD_CAP","A","2016",26851.624935,
"HUN","GDP","TOT","USD_CAP","A","2017",28798.642515,
"HUN","GDP","TOT","USD_CAP","A","2018",30665.501669,
"ISL","GDP","TOT","MLN_USD","A","1970",787.1645,"E"
"ISL","GDP","TOT","MLN_USD","A","1971",935.089,"E"
"ISL","GDP","TOT","MLN_USD","A","1972",1035.7712,"E"
"ISL","GDP","TOT","MLN_USD","A","1973",1166.888,"E"
"ISL","GDP","TOT","MLN_USD","A","1974",1344.4706,"E"
"ISL","GDP","TOT","MLN_USD","A","1975",1478.4958,"E"
"ISL","GDP","TOT","MLN_USD","A","1976",1652.8211,"E"
"ISL","GDP","TOT","MLN_USD","A","1977",1910.3934,"E"
"ISL","GDP","TOT","MLN_USD","A","1978",2167.7951,"E"
"ISL","GDP","TOT","MLN_USD","A","1979",2461.7576,"E"
"ISL","GDP","TOT","MLN_USD","A","1980",2838.4107,"E"
"ISL","GDP","TOT","MLN_USD","A","1981",3239.4995,"E"
"ISL","GDP","TOT","MLN_USD","A","1982",3513.7523,"E"
"ISL","GDP","TOT","MLN_USD","A","1983",3572.8309,"E"
"ISL","GDP","TOT","MLN_USD","A","1984",3854.5773,"E"
"ISL","GDP","TOT","MLN_USD","A","1985",4107.4153,"E"
"ISL","GDP","TOT","MLN_USD","A","1986",4452.8785,"E"
"ISL","GDP","TOT","MLN_USD","A","1987",4952.9247,"E"
"ISL","GDP","TOT","MLN_USD","A","1988",5123.0352,"E"
"ISL","GDP","TOT","MLN_USD","A","1989",5337.6346,"E"
"ISL","GDP","TOT","MLN_USD","A","1990",5602.1933,"E"
"ISL","GDP","TOT","MLN_USD","A","1991",5778.7,"E"
"ISL","GDP","TOT","MLN_USD","A","1992",5710.9809,"E"
"ISL","GDP","TOT","MLN_USD","A","1993",5923.0781,"E"
"ISL","GDP","TOT","MLN_USD","A","1994",6267.8782,"E"
"ISL","GDP","TOT","MLN_USD","A","1995",6406.7656,
"ISL","GDP","TOT","MLN_USD","A","1996",6664.9159,
"ISL","GDP","TOT","MLN_USD","A","1997",7296.1728,
"ISL","GDP","TOT","MLN_USD","A","1998",7861.9233,
"ISL","GDP","TOT","MLN_USD","A","1999",8189.1719,
"ISL","GDP","TOT","MLN_USD","A","2000",8354.7556,
"ISL","GDP","TOT","MLN_USD","A","2001",9054.9035,
"ISL","GDP","TOT","MLN_USD","A","2002",9351.4048,
"ISL","GDP","TOT","MLN_USD","A","2003",9443.9894,
"ISL","GDP","TOT","MLN_USD","A","2004",10400.1903,
"ISL","GDP","TOT","MLN_USD","A","2005",11048.3558,
"ISL","GDP","TOT","MLN_USD","A","2006",11876.0407,
"ISL","GDP","TOT","MLN_USD","A","2007",12824.1302,
"ISL","GDP","TOT","MLN_USD","A","2008",13749.8517,
"ISL","GDP","TOT","MLN_USD","A","2009",13346.8168,
"ISL","GDP","TOT","MLN_USD","A","2010",12587.0994,
"ISL","GDP","TOT","MLN_USD","A","2011",13005.319,
"ISL","GDP","TOT","MLN_USD","A","2012",13446.4487,
"ISL","GDP","TOT","MLN_USD","A","2013",14296.6258,
"ISL","GDP","TOT","MLN_USD","A","2014",14966.3831,
"ISL","GDP","TOT","MLN_USD","A","2015",16161.7503,
"ISL","GDP","TOT","MLN_USD","A","2016",17555.0006,
"ISL","GDP","TOT","MLN_USD","A","2017",19000.3535,
"ISL","GDP","TOT","MLN_USD","A","2018",20263.8029,
"ISL","GDP","TOT","USD_CAP","A","1970",3856.664485,"E"
"ISL","GDP","TOT","USD_CAP","A","1971",4537.240643,"E"
"ISL","GDP","TOT","USD_CAP","A","1972",4949.330979,"E"
"ISL","GDP","TOT","USD_CAP","A","1973",5494.754381,"E"
"ISL","GDP","TOT","USD_CAP","A","1974",6243.941934,"E"
"ISL","GDP","TOT","USD_CAP","A","1975",6781.126557,"E"
"ISL","GDP","TOT","USD_CAP","A","1976",7508.28417,"E"
"ISL","GDP","TOT","USD_CAP","A","1977",8612.24227,"E"
"ISL","GDP","TOT","USD_CAP","A","1978",9695.532894,"E"
"ISL","GDP","TOT","USD_CAP","A","1979",10904.844012,"E"
"ISL","GDP","TOT","USD_CAP","A","1980",12440.38527,"E"
"ISL","GDP","TOT","USD_CAP","A","1981",14035.777054,"E"
"ISL","GDP","TOT","USD_CAP","A","1982",15016.227777,"E"
"ISL","GDP","TOT","USD_CAP","A","1983",15072.628441,"E"
"ISL","GDP","TOT","USD_CAP","A","1984",16094.403026,"E"
"ISL","GDP","TOT","USD_CAP","A","1985",17014.764918,"E"
"ISL","GDP","TOT","USD_CAP","A","1986",18308.855733,"E"
"ISL","GDP","TOT","USD_CAP","A","1987",20136.950932,"E"
"ISL","GDP","TOT","USD_CAP","A","1988",20501.57138,"E"
"ISL","GDP","TOT","USD_CAP","A","1989",21118.571912,"E"
"ISL","GDP","TOT","USD_CAP","A","1990",21987.665322,"E"
"ISL","GDP","TOT","USD_CAP","A","1991",22401.100751,"E"
"ISL","GDP","TOT","USD_CAP","A","1992",21872.521147,"E"
"ISL","GDP","TOT","USD_CAP","A","1993",22454.35869,"E"
"ISL","GDP","TOT","USD_CAP","A","1994",23562.920429,"E"
"ISL","GDP","TOT","USD_CAP","A","1995",23959.48238,
"ISL","GDP","TOT","USD_CAP","A","1996",24785.853138,
"ISL","GDP","TOT","USD_CAP","A","1997",26933.085164,
"ISL","GDP","TOT","USD_CAP","A","1998",28714.10997,
"ISL","GDP","TOT","USD_CAP","A","1999",29542.467339,
"ISL","GDP","TOT","USD_CAP","A","2000",29711.079761,
"ISL","GDP","TOT","USD_CAP","A","2001",31760.447128,
"ISL","GDP","TOT","USD_CAP","A","2002",32515.31575,
"ISL","GDP","TOT","USD_CAP","A","2003",32644.277113,
"ISL","GDP","TOT","USD_CAP","A","2004",35544.054473,
"ISL","GDP","TOT","USD_CAP","A","2005",37338.140559,
"ISL","GDP","TOT","USD_CAP","A","2006",39027.409588,
"ISL","GDP","TOT","USD_CAP","A","2007",41182.178058,
"ISL","GDP","TOT","USD_CAP","A","2008",43049.003302,
"ISL","GDP","TOT","USD_CAP","A","2009",41813.335878,
"ISL","GDP","TOT","USD_CAP","A","2010",39582.073456,
"ISL","GDP","TOT","USD_CAP","A","2011",40769.02509,
"ISL","GDP","TOT","USD_CAP","A","2012",41928.43377,
"ISL","GDP","TOT","USD_CAP","A","2013",44152.643131,
"ISL","GDP","TOT","USD_CAP","A","2014",45712.837676,
"ISL","GDP","TOT","USD_CAP","A","2015",48856.560901,
"ISL","GDP","TOT","USD_CAP","A","2016",52340.490639,
"ISL","GDP","TOT","USD_CAP","A","2017",55330.091865,
"ISL","GDP","TOT","USD_CAP","A","2018",57453.367882,
"IRL","GDP","TOT","MLN_USD","A","1970",7250.3623,"E"
"IRL","GDP","TOT","MLN_USD","A","1971",7882.2269,"E"
"IRL","GDP","TOT","MLN_USD","A","1972",8756.6111,"E"
"IRL","GDP","TOT","MLN_USD","A","1973",9672.5562,"E"
"IRL","GDP","TOT","MLN_USD","A","1974",10992.1137,"E"
"IRL","GDP","TOT","MLN_USD","A","1975",12689.65,"E"
"IRL","GDP","TOT","MLN_USD","A","1976",13574.7475,"E"
"IRL","GDP","TOT","MLN_USD","A","1977",15602.1168,"E"
"IRL","GDP","TOT","MLN_USD","A","1978",17899.6946,"E"
"IRL","GDP","TOT","MLN_USD","A","1979",19980.4601,"E"
"IRL","GDP","TOT","MLN_USD","A","1980",22456.1438,"E"
"IRL","GDP","TOT","MLN_USD","A","1981",25398.3552,"E"
"IRL","GDP","TOT","MLN_USD","A","1982",27583.3164,"E"
"IRL","GDP","TOT","MLN_USD","A","1983",28593.6667,"E"
"IRL","GDP","TOT","MLN_USD","A","1984",30915.2392,"E"
"IRL","GDP","TOT","MLN_USD","A","1985",32877.0093,"E"
"IRL","GDP","TOT","MLN_USD","A","1986",33395.4598,"E"
"IRL","GDP","TOT","MLN_USD","A","1987",35816.9239,"E"
"IRL","GDP","TOT","MLN_USD","A","1988",39014.9781,"E"
"IRL","GDP","TOT","MLN_USD","A","1989",42901.7224,"E"
"IRL","GDP","TOT","MLN_USD","A","1990",48275.9323,"E"
"IRL","GDP","TOT","MLN_USD","A","1991",50871.5606,"E"
"IRL","GDP","TOT","MLN_USD","A","1992",53770.4118,"E"
"IRL","GDP","TOT","MLN_USD","A","1993",56526.5137,"E"
"IRL","GDP","TOT","MLN_USD","A","1994",61056.6132,"E"
"IRL","GDP","TOT","MLN_USD","A","1995",68342.6644,
"IRL","GDP","TOT","MLN_USD","A","1996",74493.1711,
"IRL","GDP","TOT","MLN_USD","A","1997",83130.188,
"IRL","GDP","TOT","MLN_USD","A","1998",93038.1861,
"IRL","GDP","TOT","MLN_USD","A","1999",101361.4247,
"IRL","GDP","TOT","MLN_USD","A","2000",114831.921,
"IRL","GDP","TOT","MLN_USD","A","2001",125831.0378,
"IRL","GDP","TOT","MLN_USD","A","2002",138451.7822,
"IRL","GDP","TOT","MLN_USD","A","2003",144824.6283,
"IRL","GDP","TOT","MLN_USD","A","2004",157394.1675,
"IRL","GDP","TOT","MLN_USD","A","2005",168217.6903,
"IRL","GDP","TOT","MLN_USD","A","2006",188914.1186,
"IRL","GDP","TOT","MLN_USD","A","2007",205693.3632,
"IRL","GDP","TOT","MLN_USD","A","2008",198813.7927,
"IRL","GDP","TOT","MLN_USD","A","2009",188770.0502,
"IRL","GDP","TOT","MLN_USD","A","2010",197418.8127,
"IRL","GDP","TOT","MLN_USD","A","2011",205817.797,
"IRL","GDP","TOT","MLN_USD","A","2012",212880.6363,
"IRL","GDP","TOT","MLN_USD","A","2013",221790.1441,
"IRL","GDP","TOT","MLN_USD","A","2014",238440.774,
"IRL","GDP","TOT","MLN_USD","A","2015",324244.7636,
"IRL","GDP","TOT","MLN_USD","A","2016",337275.917,
"IRL","GDP","TOT","MLN_USD","A","2017",369243.6124,
"IRL","GDP","TOT","MLN_USD","A","2018",396876.0997,
"IRL","GDP","TOT","USD_CAP","A","1970",2457.749938,"E"
"IRL","GDP","TOT","USD_CAP","A","1971",2646.818982,"E"
"IRL","GDP","TOT","USD_CAP","A","1972",2895.704725,"E"
"IRL","GDP","TOT","USD_CAP","A","1973",3147.593945,"E"
"IRL","GDP","TOT","USD_CAP","A","1974",3518.602333,"E"
"IRL","GDP","TOT","USD_CAP","A","1975",3994.224107,"E"
"IRL","GDP","TOT","USD_CAP","A","1976",4205.312116,"E"
"IRL","GDP","TOT","USD_CAP","A","1977",4768.373119,"E"
"IRL","GDP","TOT","USD_CAP","A","1978",5401.235537,"E"
"IRL","GDP","TOT","USD_CAP","A","1979",5932.440647,"E"
"IRL","GDP","TOT","USD_CAP","A","1980",6602.806173,"E"
"IRL","GDP","TOT","USD_CAP","A","1981",7376.809538,"E"
"IRL","GDP","TOT","USD_CAP","A","1982",7926.240353,"E"
"IRL","GDP","TOT","USD_CAP","A","1983",8157.964823,"E"
"IRL","GDP","TOT","USD_CAP","A","1984",8760.339799,"E"
"IRL","GDP","TOT","USD_CAP","A","1985",9284.667975,"E"
"IRL","GDP","TOT","USD_CAP","A","1986",9428.418903,"E"
"IRL","GDP","TOT","USD_CAP","A","1987",10109.207977,"E"
"IRL","GDP","TOT","USD_CAP","A","1988",11049.271624,"E"
"IRL","GDP","TOT","USD_CAP","A","1989",12222.712923,"E"
"IRL","GDP","TOT","USD_CAP","A","1990",13769.518615,"E"
"IRL","GDP","TOT","USD_CAP","A","1991",14427.555472,"E"
"IRL","GDP","TOT","USD_CAP","A","1992",15125.291633,"E"
"IRL","GDP","TOT","USD_CAP","A","1993",15816.036279,"E"
"IRL","GDP","TOT","USD_CAP","A","1994",17026.384047,"E"
"IRL","GDP","TOT","USD_CAP","A","1995",18977.220551,
"IRL","GDP","TOT","USD_CAP","A","1996",20543.606384,
"IRL","GDP","TOT","USD_CAP","A","1997",22686.512568,
"IRL","GDP","TOT","USD_CAP","A","1998",25049.543024,
"IRL","GDP","TOT","USD_CAP","A","1999",26995.533313,
"IRL","GDP","TOT","USD_CAP","A","2000",30185.182728,
"IRL","GDP","TOT","USD_CAP","A","2001",32566.578165,
"IRL","GDP","TOT","USD_CAP","A","2002",35212.94778,
"IRL","GDP","TOT","USD_CAP","A","2003",36233.47711,
"IRL","GDP","TOT","USD_CAP","A","2004",38697.209778,
"IRL","GDP","TOT","USD_CAP","A","2005",40437.080879,
"IRL","GDP","TOT","USD_CAP","A","2006",44243.985255,
"IRL","GDP","TOT","USD_CAP","A","2007",46746.547398,
"IRL","GDP","TOT","USD_CAP","A","2008",44219.775877,
"IRL","GDP","TOT","USD_CAP","A","2009",41587.138158,
"IRL","GDP","TOT","USD_CAP","A","2010",43295.792546,
"IRL","GDP","TOT","USD_CAP","A","2011",44952.72334,
"IRL","GDP","TOT","USD_CAP","A","2012",46304.198681,
"IRL","GDP","TOT","USD_CAP","A","2013",48006.067498,
"IRL","GDP","TOT","USD_CAP","A","2014",51250.483666,
"IRL","GDP","TOT","USD_CAP","A","2015",69050.407629,
"IRL","GDP","TOT","USD_CAP","A","2016",71020.497599,
"IRL","GDP","TOT","USD_CAP","A","2017",76889.326258,
"IRL","GDP","TOT","USD_CAP","A","2018",81650.828525,
"ITA","GDP","TOT","MLN_USD","A","1970",194544.334,"E"
"ITA","GDP","TOT","MLN_USD","A","1971",208122.4148,"E"
"ITA","GDP","TOT","MLN_USD","A","1972",225131.8014,"E"
"ITA","GDP","TOT","MLN_USD","A","1973",254390.4597,"E"
"ITA","GDP","TOT","MLN_USD","A","1974",292533.1829,"E"
"ITA","GDP","TOT","MLN_USD","A","1975",312948.6456,"E"
"ITA","GDP","TOT","MLN_USD","A","1976",353697.4051,"E"
"ITA","GDP","TOT","MLN_USD","A","1977",385293.0327,"E"
"ITA","GDP","TOT","MLN_USD","A","1978",425756.041,"E"
"ITA","GDP","TOT","MLN_USD","A","1979",488555.7366,"E"
